token,subject,word,group,language,cons,stress,vot,cog,sd,skew,kurt
NSP_marinaPalleras_dano_spanish_1082,marinaPa,dano,Spanish,Spanish,d,stressed,-138.01,NA,NA,NA,NA
NSP_marinaPalleras_dano_spanish_1212,marinaPa,dano,Spanish,Spanish,d,stressed,-97.16,NA,NA,NA,NA
NSP_marinaPalleras_danza_spanish_1124,marinaPa,danza,Spanish,Spanish,d,stressed,-88.10,NA,NA,NA,NA
NSP_marinaPalleras_danza_spanish_1248,marinaPa,danza,Spanish,Spanish,d,stressed,-80.10,NA,NA,NA,NA
NSP_marinaPalleras_danza_spanish_1276,marinaPa,danza,Spanish,Spanish,d,stressed,-71.63,NA,NA,NA,NA
NSP_marinaPalleras_danzar_spanish_1114,marinaPa,danzar,Spanish,Spanish,d,unstressed,-85.77,NA,NA,NA,NA
NSP_marinaPalleras_danzar_spanish_1204,marinaPa,danzar,Spanish,Spanish,d,unstressed,-72.45,NA,NA,NA,NA
NSP_marinaPalleras_danzar_spanish_1282,marinaPa,danzar,Spanish,Spanish,d,unstressed,-85.29,NA,NA,NA,NA
NSP_marinaPalleras_tabaco_spanish_1126,marinaPa,tabaco,Spanish,Spanish,t,unstressed,14.31,786.494,1080.608,4.339,30.301
NSP_marinaPalleras_tabaco_spanish_1186,marinaPa,tabaco,Spanish,Spanish,t,unstressed,19.74,892.157,1725.445,3.326,13.694
NSP_marinaPalleras_tabaco_spanish_1190,marinaPa,tabaco,Spanish,Spanish,t,unstressed,28.27,718.999,1520.664,4.475,24.220
NSP_marinaPalleras_taberna_spanish_1004,marinaPa,taberna,Spanish,Spanish,t,unstressed,24.05,870.746,1680.131,3.195,12.062
NSP_marinaPalleras_taberna_spanish_1076,marinaPa,taberna,Spanish,Spanish,t,unstressed,17.72,1879.995,2243.704,2.307,6.997
NSP_marinaPalleras_taberna_spanish_1118,marinaPa,taberna,Spanish,Spanish,t,unstressed,16.52,1333.201,2044.377,2.221,5.888
NSP_marinaPalleras_tabla_spanish_1152,marinaPa,tabla,Spanish,Spanish,t,stressed,14.54,917.849,1468.978,3.070,14.463
NSP_marinaPalleras_tabla_spanish_1154,marinaPa,tabla,Spanish,Spanish,t,stressed,16.02,751.671,1344.192,3.604,20.163
NSP_marinaPalleras_tabla_spanish_1168,marinaPa,tabla,Spanish,Spanish,t,stressed,20.67,942.777,1971.571,3.150,11.702
NSP_marinaPalleras_tactil_spanish_1036,marinaPa,tactil,Spanish,Spanish,t,stressed,14.28,1079.794,1843.287,3.183,11.691
NSP_marinaPalleras_tactil_spanish_1100,marinaPa,tactil,Spanish,Spanish,t,stressed,14.11,976.669,1773.806,3.263,15.000
NSP_marinaPalleras_tactil_spanish_1164,marinaPa,tactil,Spanish,Spanish,t,stressed,9.02,1656.570,2424.863,2.062,4.068
NSP_marinaPalleras_tamano_spanish_1052,marinaPa,tamano,Spanish,Spanish,t,unstressed,28.65,697.089,1476.686,4.547,24.334
NSP_marinaPalleras_tamano_spanish_1180,marinaPa,tamano,Spanish,Spanish,t,unstressed,17.66,1056.983,1692.289,3.197,14.592
NSP_marinaPalleras_tamano_spanish_1252,marinaPa,tamano,Spanish,Spanish,t,unstressed,16.50,916.576,1366.769,3.132,15.593
NSP_marinaPalleras_tambien_spanish_1086,marinaPa,tambien,Spanish,Spanish,t,unstressed,25.05,611.244,1229.914,5.715,39.047
NSP_marinaPalleras_tambien_spanish_1160,marinaPa,tambien,Spanish,Spanish,t,unstressed,29.08,625.943,1257.055,5.047,32.926
NSP_marinaPalleras_tambien_spanish_1274,marinaPa,tambien,Spanish,Spanish,t,unstressed,13.55,524.268,1064.537,5.200,35.973
NSP_marinaPalleras_tampoco_spanish_1050,marinaPa,tampoco,Spanish,Spanish,t,unstressed,28.38,879.640,1377.805,3.854,21.013
NSP_marinaPalleras_tampoco_spanish_1150,marinaPa,tampoco,Spanish,Spanish,t,unstressed,9.84,1692.211,1691.618,1.624,5.757
NSP_marinaPalleras_tampoco_spanish_1192,marinaPa,tampoco,Spanish,Spanish,t,unstressed,20.84,843.517,1788.451,3.845,16.756
NSP_marinaPalleras_tanque_spanish_1016,marinaPa,tanque,Spanish,Spanish,t,stressed,37.32,910.680,1631.319,3.647,15.777
NSP_marinaPalleras_tanque_spanish_1040,marinaPa,tanque,Spanish,Spanish,t,stressed,22.43,555.488,1225.105,4.885,33.029
NSP_marinaPalleras_tanque_spanish_1288,marinaPa,tanque,Spanish,Spanish,t,stressed,16.98,1084.026,2035.161,2.587,7.615
NSP_marinaPalleras_tanto_spanish_1062,marinaPa,tanto,Spanish,Spanish,t,stressed,12.31,606.417,1146.738,5.373,37.357
NSP_marinaPalleras_tanto_spanish_1144,marinaPa,tanto,Spanish,Spanish,t,stressed,9.84,1017.643,1487.082,2.929,12.246
NSP_marinaPalleras_tanto_spanish_1188,marinaPa,tanto,Spanish,Spanish,t,stressed,25.41,1944.726,2245.640,1.700,3.598
NSP_marinaPalleras_taza_spanish_1104,marinaPa,taza,Spanish,Spanish,t,stressed,32.50,484.672,838.474,6.813,65.161
NSP_marinaPalleras_taza_spanish_1174,marinaPa,taza,Spanish,Spanish,t,stressed,19.60,1014.502,1714.111,3.322,13.650
NSP_marinaPalleras_taza_spanish_1210,marinaPa,taza,Spanish,Spanish,t,stressed,18.33,1814.260,2022.927,1.727,4.304
NSP_martaEscalas_daba_spanish_1086,martaEsc,daba,Spanish,Spanish,d,stressed,-105.79,NA,NA,NA,NA
NSP_martaEscalas_daba_spanish_1196,martaEsc,daba,Spanish,Spanish,d,stressed,-26.58,NA,NA,NA,NA
NSP_martaEscalas_daba_spanish_1236,martaEsc,daba,Spanish,Spanish,d,stressed,-82.80,NA,NA,NA,NA
NSP_martaEscalas_dada_spanish_1250,martaEsc,daba,Spanish,Spanish,d,stressed,-78.22,NA,NA,NA,NA
NSP_martaEscalas_daga_spanish_1098,martaEsc,daga,Spanish,Spanish,d,stressed,-90.72,NA,NA,NA,NA
NSP_martaEscalas_daga_spanish_1110,martaEsc,daga,Spanish,Spanish,d,stressed,-86.87,NA,NA,NA,NA
NSP_martaEscalas_daltonico_spanish_1146,martaEsc,daltonico,Spanish,Spanish,d,unstressed,-80.65,NA,NA,NA,NA
NSP_martaEscalas_daltonico_spanish_1188,martaEsc,daltonico,Spanish,Spanish,d,unstressed,-55.65,NA,NA,NA,NA
NSP_martaEscalas_daltonico_spanish_1282,martaEsc,daltonico,Spanish,Spanish,d,unstressed,41.04,NA,NA,NA,NA
NSP_martaEscalas_dama_spanish_1018,martaEsc,dama,Spanish,Spanish,d,stressed,-42.22,NA,NA,NA,NA
NSP_martaEscalas_dama_spanish_1022,martaEsc,dama,Spanish,Spanish,d,stressed,-86.58,NA,NA,NA,NA
NSP_martaEscalas_dama_spanish_1156,martaEsc,dama,Spanish,Spanish,d,stressed,-78.90,NA,NA,NA,NA
NSP_martaEscalas_danar_spanish_1032,martaEsc,danar,Spanish,Spanish,d,unstressed,-65.55,NA,NA,NA,NA
NSP_martaEscalas_danar_spanish_1138,martaEsc,danar,Spanish,Spanish,d,unstressed,-78.78,NA,NA,NA,NA
NSP_martaEscalas_danar_spanish_1220,martaEsc,danar,Spanish,Spanish,d,unstressed,-57.55,NA,NA,NA,NA
NSP_martaEscalas_danesa_spanish_1044,martaEsc,danesa,Spanish,Spanish,d,unstressed,-66.95,NA,NA,NA,NA
NSP_martaEscalas_danesa_spanish_1060,martaEsc,danesa,Spanish,Spanish,d,unstressed,-46.93,NA,NA,NA,NA
NSP_martaEscalas_danesa_spanish_1120,martaEsc,danesa,Spanish,Spanish,d,unstressed,-49.06,NA,NA,NA,NA
NSP_martaEscalas_danino_spanish_1010,martaEsc,danino,Spanish,Spanish,d,unstressed,-55.15,NA,NA,NA,NA
NSP_martaEscalas_danino_spanish_1064,martaEsc,danino,Spanish,Spanish,d,unstressed,-53.01,NA,NA,NA,NA
NSP_martaEscalas_danino_spanish_1124,martaEsc,danino,Spanish,Spanish,d,unstressed,-71.46,NA,NA,NA,NA
NSP_martaEscalas_dano_spanish_1096,martaEsc,dano,Spanish,Spanish,d,stressed,-65.42,NA,NA,NA,NA
NSP_martaEscalas_dano_spanish_1194,martaEsc,dano,Spanish,Spanish,d,stressed,-73.37,NA,NA,NA,NA
NSP_martaEscalas_dano_spanish_1244,martaEsc,dano,Spanish,Spanish,d,stressed,-91.31,NA,NA,NA,NA
NSP_martaEscalas_danza_spanish_1020,martaEsc,danza,Spanish,Spanish,d,stressed,-78.60,NA,NA,NA,NA
NSP_martaEscalas_danza_spanish_1036,martaEsc,danza,Spanish,Spanish,d,stressed,-111.53,NA,NA,NA,NA
NSP_martaEscalas_danza_spanish_1218,martaEsc,danza,Spanish,Spanish,d,stressed,-65.02,NA,NA,NA,NA
NSP_martaEscalas_danzar_spanish_1056,martaEsc,danzar,Spanish,Spanish,d,unstressed,-73.16,NA,NA,NA,NA
NSP_martaEscalas_danzar_spanish_1116,martaEsc,danzar,Spanish,Spanish,d,unstressed,-82.92,NA,NA,NA,NA
NSP_martaEscalas_danzar_spanish_1210,martaEsc,danzar,Spanish,Spanish,d,unstressed,-50.94,NA,NA,NA,NA
NSP_martaEscalas_tabaco_spanish_1192,martaEsc,tabaco,Spanish,Spanish,t,unstressed,15.85,1681.756,1855.696,3.086,11.771
NSP_martaEscalas_tabaco_spanish_1232,martaEsc,tabaco,Spanish,Spanish,t,unstressed,7.79,2785.762,1912.923,1.680,4.714
NSP_martaEscalas_tabaco_spanish_1260,martaEsc,tabaco,Spanish,Spanish,t,unstressed,10.05,900.579,1364.293,4.391,24.386
NSP_martaEscalas_taberna_spanish_1144,martaEsc,taberna,Spanish,Spanish,t,unstressed,16.18,1038.437,1412.990,4.145,22.917
NSP_martaEscalas_taberna_spanish_1206,martaEsc,taberna,Spanish,Spanish,t,unstressed,12.58,2128.797,1980.541,2.197,6.829
NSP_martaEscalas_taberna_spanish_1266,martaEsc,taberna,Spanish,Spanish,t,unstressed,6.64,882.701,1228.167,3.576,18.052
NSP_martaEscalas_tabla_spanish_1076,martaEsc,tabla,Spanish,Spanish,t,stressed,11.12,1335.269,1164.609,3.417,20.177
NSP_martaEscalas_tabla_spanish_1224,martaEsc,tabla,Spanish,Spanish,t,stressed,10.17,1929.207,2226.335,1.923,3.505
NSP_martaEscalas_tabla_spanish_1242,martaEsc,tabla,Spanish,Spanish,t,stressed,13.92,1337.941,1378.966,3.526,18.738
NSP_martaEscalas_tactil_spanish_1164,martaEsc,tactil,Spanish,Spanish,t,stressed,13.37,1872.446,1504.589,2.328,10.701
NSP_martaEscalas_tactil_spanish_1240,martaEsc,tactil,Spanish,Spanish,t,stressed,13.06,1380.886,1342.079,3.592,19.565
NSP_martaEscalas_tactil_spanish_1278,martaEsc,tactil,Spanish,Spanish,t,stressed,11.93,1388.365,1312.607,2.776,14.198
NSP_martaEscalas_tamano_spanish_1080,martaEsc,tamano,Spanish,Spanish,t,unstressed,12.89,1096.405,1807.522,3.293,12.857
NSP_martaEscalas_tamano_spanish_1084,martaEsc,tamano,Spanish,Spanish,t,unstressed,11.97,2256.564,1768.507,2.458,9.553
NSP_martaEscalas_tamano_spanish_1212,martaEsc,tamano,Spanish,Spanish,t,unstressed,8.98,1411.575,1690.129,2.464,7.358
NSP_martaEscalas_tambien_spanish_1038,martaEsc,tambien,Spanish,Spanish,t,unstressed,17.24,1286.130,1416.450,3.475,17.640
NSP_martaEscalas_tambien_spanish_1114,martaEsc,tambien,Spanish,Spanish,t,unstressed,14.49,2256.895,2171.688,2.047,4.680
NSP_martaEscalas_tambien_spanish_1202,martaEsc,tambien,Spanish,Spanish,t,unstressed,14.53,1900.887,1246.271,2.064,11.480
NSP_martaEscalas_tampoco_spanish_1014,martaEsc,tampoco,Spanish,Spanish,t,unstressed,13.11,1305.845,1698.088,2.963,10.688
NSP_martaEscalas_tampoco_spanish_1024,martaEsc,tampoco,Spanish,Spanish,t,unstressed,14.32,1405.215,1887.198,2.854,8.554
NSP_martaEscalas_tampoco_spanish_1168,martaEsc,tampoco,Spanish,Spanish,t,unstressed,9.90,1640.375,1011.150,3.699,24.967
NSP_martaEscalas_tanque_spanish_1008,martaEsc,tanque,Spanish,Spanish,t,stressed,16.41,1893.772,2203.864,2.118,5.461
NSP_martaEscalas_tanque_spanish_1106,martaEsc,tanque,Spanish,Spanish,t,stressed,14.75,1557.859,1716.647,2.756,9.679
NSP_martaEscalas_tanque_spanish_1262,martaEsc,tanque,Spanish,Spanish,t,stressed,13.25,1187.180,1235.196,2.804,15.343
NSP_martaEscalas_tanto_spanish_1066,martaEsc,tanto,Spanish,Spanish,t,stressed,17.46,1862.496,1691.258,2.484,9.666
NSP_martaEscalas_tanto_spanish_1132,martaEsc,tanto,Spanish,Spanish,t,stressed,15.23,2237.301,2114.195,2.203,5.943
NSP_martaEscalas_tanto_spanish_1276,martaEsc,tanto,Spanish,Spanish,t,stressed,10.49,838.804,929.502,4.226,30.092
NSP_martaEscalas_taza_spanish_1016,martaEsc,taza,Spanish,Spanish,t,stressed,21.74,1657.533,1376.438,2.412,9.107
NSP_martaEscalas_taza_spanish_1074,martaEsc,taza,Spanish,Spanish,t,stressed,15.19,1472.461,1900.065,3.311,13.114
NSP_martaEscalas_taza_spanish_1230,martaEsc,taza,Spanish,Spanish,t,stressed,11.74,1056.317,1176.893,4.020,24.135
NSP_martaLavado_daba_spanish_1020,martaLav,daba,Spanish,Spanish,d,stressed,-66.09,NA,NA,NA,NA
NSP_martaLavado_daba_spanish_1294,martaLav,daba,Spanish,Spanish,d,stressed,-65.73,NA,NA,NA,NA
NSP_martaLavado_daga_spanish_1162,martaLav,daga,Spanish,Spanish,d,stressed,-79.04,NA,NA,NA,NA
NSP_martaLavado_daga_spanish_1210,martaLav,daga,Spanish,Spanish,d,stressed,-80.30,NA,NA,NA,NA
NSP_martaLavado_daga_spanish_1270,martaLav,daga,Spanish,Spanish,d,stressed,-80.59,NA,NA,NA,NA
NSP_martaLavado_daltonico_spanish_1080,martaLav,daltonico,Spanish,Spanish,d,unstressed,-54.25,NA,NA,NA,NA
NSP_martaLavado_daltonico_spanish_1192,martaLav,daltonico,Spanish,Spanish,d,unstressed,12.06,NA,NA,NA,NA
NSP_martaLavado_daltonico_spanish_1292,martaLav,daltonico,Spanish,Spanish,d,unstressed,-33.97,NA,NA,NA,NA
NSP_martaLavado_dama_spanish_1120,martaLav,dama,Spanish,Spanish,d,stressed,-71.29,NA,NA,NA,NA
NSP_martaLavado_dama_spanish_1214,martaLav,dama,Spanish,Spanish,d,stressed,-82.53,NA,NA,NA,NA
NSP_martaLavado_dama_spanish_1250,martaLav,dama,Spanish,Spanish,d,stressed,-70.04,NA,NA,NA,NA
NSP_martaLavado_danar_spanish_1134,martaLav,danar,Spanish,Spanish,d,unstressed,-43.11,NA,NA,NA,NA
NSP_martaLavado_danar_spanish_1158,martaLav,danar,Spanish,Spanish,d,unstressed,-80.85,NA,NA,NA,NA
NSP_martaLavado_danar_spanish_1278,martaLav,danar,Spanish,Spanish,d,unstressed,-68.93,NA,NA,NA,NA
NSP_martaLavado_danesa_spanish_1022,martaLav,danesa,Spanish,Spanish,d,unstressed,-80.81,NA,NA,NA,NA
NSP_martaLavado_danesa_spanish_1066,martaLav,danesa,Spanish,Spanish,d,unstressed,-60.20,NA,NA,NA,NA
NSP_martaLavado_danesa_spanish_1302,martaLav,danesa,Spanish,Spanish,d,unstressed,-54.50,NA,NA,NA,NA
NSP_martaLavado_danino_spanish_1068,martaLav,danino,Spanish,Spanish,d,unstressed,-38.93,NA,NA,NA,NA
NSP_martaLavado_danino_spanish_1072,martaLav,danino,Spanish,Spanish,d,unstressed,-63.87,NA,NA,NA,NA
NSP_martaLavado_danino_spanish_1170,martaLav,danino,Spanish,Spanish,d,unstressed,-69.77,NA,NA,NA,NA
NSP_martaLavado_dano_spanish_1044,martaLav,dano,Spanish,Spanish,d,stressed,-76.64,NA,NA,NA,NA
NSP_martaLavado_dano_spanish_1122,martaLav,dano,Spanish,Spanish,d,stressed,-89.52,NA,NA,NA,NA
NSP_martaLavado_dano_spanish_1132,martaLav,dano,Spanish,Spanish,d,stressed,-75.21,NA,NA,NA,NA
NSP_martaLavado_danza_spanish_1126,martaLav,danza,Spanish,Spanish,d,stressed,-55.20,NA,NA,NA,NA
NSP_martaLavado_danza_spanish_1140,martaLav,danza,Spanish,Spanish,d,stressed,-88.04,NA,NA,NA,NA
NSP_martaLavado_danza_spanish_1246,martaLav,danza,Spanish,Spanish,d,stressed,-61.69,NA,NA,NA,NA
NSP_martaLavado_danzar_spanish_1228,martaLav,danzar,Spanish,Spanish,d,unstressed,-35.33,NA,NA,NA,NA
NSP_martaLavado_danzar_spanish_1236,martaLav,danzar,Spanish,Spanish,d,unstressed,-39.84,NA,NA,NA,NA
NSP_martaLavado_danzar_spanish_1240,martaLav,danzar,Spanish,Spanish,d,unstressed,-52.04,NA,NA,NA,NA
NSP_martaLavado_tabaco_spanish_1088,martaLav,tabaco,Spanish,Spanish,t,unstressed,14.53,1593.896,1857.928,1.633,2.691
NSP_martaLavado_tabaco_spanish_1156,martaLav,tabaco,Spanish,Spanish,t,unstressed,12.76,1894.231,2098.218,2.037,4.522
NSP_martaLavado_tabaco_spanish_1194,martaLav,tabaco,Spanish,Spanish,t,unstressed,12.05,1287.308,1589.804,2.014,5.998
NSP_martaLavado_taberna_spanish_1012,martaLav,taberna,Spanish,Spanish,t,unstressed,7.95,758.216,1645.981,3.732,14.601
NSP_martaLavado_taberna_spanish_1062,martaLav,taberna,Spanish,Spanish,t,unstressed,13.37,1447.943,1711.647,2.380,8.351
NSP_martaLavado_taberna_spanish_1110,martaLav,taberna,Spanish,Spanish,t,unstressed,11.51,1571.597,2006.476,2.243,5.646
NSP_martaLavado_tabla_spanish_1092,martaLav,tabla,Spanish,Spanish,t,stressed,6.92,1516.280,1939.395,1.644,2.396
NSP_martaLavado_tabla_spanish_1106,martaLav,tabla,Spanish,Spanish,t,stressed,7.98,1581.173,1870.222,1.797,3.755
NSP_martaLavado_tabla_spanish_1242,martaLav,tabla,Spanish,Spanish,t,stressed,8.54,1825.974,1725.274,1.251,2.857
NSP_martaLavado_tactil_spanish_1076,martaLav,tactil,Spanish,Spanish,t,stressed,10.62,1346.555,1836.045,2.340,6.218
NSP_martaLavado_tactil_spanish_1172,martaLav,tactil,Spanish,Spanish,t,stressed,7.61,1873.613,1629.625,1.739,5.318
NSP_martaLavado_tactil_spanish_1234,martaLav,tactil,Spanish,Spanish,t,stressed,8.32,1957.222,1710.178,1.250,2.614
NSP_martaLavado_tamano_spanish_1052,martaLav,tamano,Spanish,Spanish,t,unstressed,9.44,1776.225,2121.265,1.535,2.117
NSP_martaLavado_tamano_spanish_1082,martaLav,tamano,Spanish,Spanish,t,unstressed,14.80,1636.039,1692.564,2.196,6.045
NSP_martaLavado_tamano_spanish_1142,martaLav,tamano,Spanish,Spanish,t,unstressed,8.93,1794.862,1268.926,2.563,12.304
NSP_martaLavado_tambien_spanish_1128,martaLav,tambien,Spanish,Spanish,t,unstressed,7.52,2436.805,2680.819,1.346,0.798
NSP_martaLavado_tambien_spanish_1232,martaLav,tambien,Spanish,Spanish,t,unstressed,8.84,1917.575,1710.904,2.018,6.590
NSP_martaLavado_tambien_spanish_1264,martaLav,tambien,Spanish,Spanish,t,unstressed,8.50,1562.502,1594.208,1.743,4.812
NSP_martaLavado_tampoco_spanish_1060,martaLav,tampoco,Spanish,Spanish,t,unstressed,8.68,2316.705,2001.441,1.505,3.132
NSP_martaLavado_tampoco_spanish_1138,martaLav,tampoco,Spanish,Spanish,t,unstressed,12.17,1877.206,1993.417,2.146,5.355
NSP_martaLavado_tampoco_spanish_1256,martaLav,tampoco,Spanish,Spanish,t,unstressed,10.04,1138.417,1381.417,2.904,11.592
NSP_martaLavado_tanque_spanish_1112,martaLav,tanque,Spanish,Spanish,t,stressed,6.49,1975.736,1894.648,1.648,3.244
NSP_martaLavado_tanque_spanish_1116,martaLav,tanque,Spanish,Spanish,t,stressed,8.53,1028.190,1559.771,2.688,9.005
NSP_martaLavado_tanque_spanish_1296,martaLav,tanque,Spanish,Spanish,t,stressed,11.07,559.433,1127.056,5.009,29.310
NSP_martaLavado_tanto_spanish_1016,martaLav,tanto,Spanish,Spanish,t,stressed,15.28,817.499,1204.918,4.164,22.404
NSP_martaLavado_tanto_spanish_1056,martaLav,tanto,Spanish,Spanish,t,stressed,14.38,972.655,1602.261,3.497,15.000
NSP_martaLavado_tanto_spanish_1064,martaLav,tanto,Spanish,Spanish,t,stressed,11.36,1063.317,1317.778,3.296,15.048
NSP_martaLavado_taza_spanish_1046,martaLav,taza,Spanish,Spanish,t,stressed,12.78,985.070,1349.050,2.968,12.368
NSP_martaLavado_taza_spanish_1226,martaLav,taza,Spanish,Spanish,t,stressed,9.73,1143.822,1283.164,3.123,14.658
NSP_martaLavado_taza_spanish_1254,martaLav,taza,Spanish,Spanish,t,stressed,9.25,1768.681,1379.133,2.580,10.804
NSP_patriciaCaro_daba_spanish_1148,patricia,daba,Spanish,Spanish,d,stressed,-41.38,NA,NA,NA,NA
NSP_patriciaCaro_daba_spanish_1216,patricia,daba,Spanish,Spanish,d,stressed,-73.54,NA,NA,NA,NA
NSP_patriciaCaro_daba_spanish_1264,patricia,daba,Spanish,Spanish,d,stressed,-59.10,NA,NA,NA,NA
NSP_patriciaCaro_daga_spanish_1064,patricia,daga,Spanish,Spanish,d,stressed,-61.46,NA,NA,NA,NA
NSP_patriciaCaro_daga_spanish_1196,patricia,daga,Spanish,Spanish,d,stressed,-61.50,NA,NA,NA,NA
NSP_patriciaCaro_daga_spanish_1214,patricia,daga,Spanish,Spanish,d,stressed,-62.04,NA,NA,NA,NA
NSP_patriciaCaro_daltonico_spanish_1114,patricia,daltonico,Spanish,Spanish,d,unstressed,-27.28,NA,NA,NA,NA
NSP_patriciaCaro_daltonico_spanish_1126,patricia,daltonico,Spanish,Spanish,d,unstressed,-44.07,NA,NA,NA,NA
NSP_patriciaCaro_daltonico_spanish_1276,patricia,daltonico,Spanish,Spanish,d,unstressed,-56.46,NA,NA,NA,NA
NSP_patriciaCaro_dama_spanish_1098,patricia,dama,Spanish,Spanish,d,stressed,-61.29,NA,NA,NA,NA
NSP_patriciaCaro_dama_spanish_1222,patricia,dama,Spanish,Spanish,d,stressed,10.34,NA,NA,NA,NA
NSP_patriciaCaro_dama_spanish_1224,patricia,dama,Spanish,Spanish,d,stressed,-83.20,NA,NA,NA,NA
NSP_patriciaCaro_danar_spanish_1036,patricia,danar,Spanish,Spanish,d,unstressed,-53.45,NA,NA,NA,NA
NSP_patriciaCaro_danar_spanish_1220,patricia,danar,Spanish,Spanish,d,unstressed,11.05,NA,NA,NA,NA
NSP_patriciaCaro_danar_spanish_1250,patricia,danar,Spanish,Spanish,d,unstressed,-30.38,NA,NA,NA,NA
NSP_patriciaCaro_danesa_spanish_1070,patricia,danesa,Spanish,Spanish,d,unstressed,-58.34,NA,NA,NA,NA
NSP_patriciaCaro_danesa_spanish_1146,patricia,danesa,Spanish,Spanish,d,unstressed,-69.44,NA,NA,NA,NA
NSP_patriciaCaro_danesa_spanish_1204,patricia,danesa,Spanish,Spanish,d,unstressed,-45.70,NA,NA,NA,NA
NSP_patriciaCaro_danino_spanish_1094,patricia,danino,Spanish,Spanish,d,unstressed,-73.02,NA,NA,NA,NA
NSP_patriciaCaro_danino_spanish_1166,patricia,danino,Spanish,Spanish,d,unstressed,13.03,NA,NA,NA,NA
NSP_patriciaCaro_danino_spanish_1176,patricia,danino,Spanish,Spanish,d,unstressed,-25.48,NA,NA,NA,NA
NSP_patriciaCaro_dano_spanish_1108,patricia,dano,Spanish,Spanish,d,stressed,-57.41,NA,NA,NA,NA
NSP_patriciaCaro_dano_spanish_1226,patricia,dano,Spanish,Spanish,d,stressed,-21.54,NA,NA,NA,NA
NSP_patriciaCaro_dano_spanish_1302,patricia,dano,Spanish,Spanish,d,stressed,-86.31,NA,NA,NA,NA
NSP_patriciaCaro_danza_spanish_1018,patricia,danza,Spanish,Spanish,d,stressed,-50.50,NA,NA,NA,NA
NSP_patriciaCaro_danza_spanish_1246,patricia,danza,Spanish,Spanish,d,stressed,-71.02,NA,NA,NA,NA
NSP_patriciaCaro_danza_spanish_1270,patricia,danza,Spanish,Spanish,d,stressed,-53.49,NA,NA,NA,NA
NSP_patriciaCaro_danzar_spanish_1056,patricia,danzar,Spanish,Spanish,d,unstressed,-43.82,NA,NA,NA,NA
NSP_patriciaCaro_danzar_spanish_1288,patricia,danzar,Spanish,Spanish,d,unstressed,-59.41,NA,NA,NA,NA
NSP_patriciaCaro_danzar_spanish_1310,patricia,danzar,Spanish,Spanish,d,unstressed,11.70,NA,NA,NA,NA
NSP_patriciaCaro_tabaco_spanish_1062,patricia,tabaco,Spanish,Spanish,t,unstressed,9.12,958.636,1492.574,4.314,22.392
NSP_patriciaCaro_tabaco_spanish_1088,patricia,tabaco,Spanish,Spanish,t,unstressed,9.99,820.633,1170.782,4.770,28.985
NSP_patriciaCaro_tabaco_spanish_1242,patricia,tabaco,Spanish,Spanish,t,unstressed,6.75,1007.523,1176.629,2.664,10.787
NSP_patriciaCaro_taberna_spanish_1124,patricia,taberna,Spanish,Spanish,t,unstressed,9.77,1400.540,2095.618,2.718,7.315
NSP_patriciaCaro_taberna_spanish_1294,patricia,taberna,Spanish,Spanish,t,unstressed,7.15,1004.480,1205.395,3.427,14.087
NSP_patriciaCaro_taberna_spanish_1312,patricia,taberna,Spanish,Spanish,t,unstressed,7.08,1848.537,1826.860,2.345,7.411
NSP_patriciaCaro_tabla_spanish_1192,patricia,tabla,Spanish,Spanish,t,stressed,8.78,726.615,888.653,5.586,41.705
NSP_patriciaCaro_tabla_spanish_1256,patricia,tabla,Spanish,Spanish,t,stressed,8.09,1440.436,1699.920,2.291,7.409
NSP_patriciaCaro_tabla_spanish_1266,patricia,tabla,Spanish,Spanish,t,stressed,7.73,1706.773,1579.509,1.986,5.538
NSP_patriciaCaro_tactil_spanish_1024,patricia,tactil,Spanish,Spanish,t,stressed,10.53,1387.868,1909.384,2.700,8.867
NSP_patriciaCaro_tactil_spanish_1090,patricia,tactil,Spanish,Spanish,t,stressed,9.16,845.239,1015.747,4.597,28.340
NSP_patriciaCaro_tactil_spanish_1212,patricia,tactil,Spanish,Spanish,t,stressed,10.13,833.168,1172.190,4.557,26.783
NSP_patriciaCaro_tamano_spanish_1194,patricia,tamano,Spanish,Spanish,t,unstressed,9.32,1123.566,1558.663,3.394,14.755
NSP_patriciaCaro_tamano_spanish_1228,patricia,tamano,Spanish,Spanish,t,unstressed,9.74,1717.944,1868.585,2.521,8.402
NSP_patriciaCaro_tamano_spanish_1254,patricia,tamano,Spanish,Spanish,t,unstressed,11.37,1128.222,1579.688,3.365,14.578
NSP_patriciaCaro_tambien_spanish_1202,patricia,tambien,Spanish,Spanish,t,unstressed,11.14,1399.687,1314.748,2.045,7.314
NSP_patriciaCaro_tambien_spanish_1260,patricia,tambien,Spanish,Spanish,t,unstressed,10.52,1049.457,1287.334,4.100,22.968
NSP_patriciaCaro_tambien_spanish_1292,patricia,tambien,Spanish,Spanish,t,unstressed,7.75,827.873,1364.587,3.682,20.827
NSP_patriciaCaro_tampoco_spanish_1026,patricia,tampoco,Spanish,Spanish,t,unstressed,7.54,1045.279,1394.516,3.871,19.279
NSP_patriciaCaro_tampoco_spanish_1086,patricia,tampoco,Spanish,Spanish,t,unstressed,6.96,1016.663,1445.946,3.434,15.211
NSP_patriciaCaro_tampoco_spanish_1096,patricia,tampoco,Spanish,Spanish,t,unstressed,8.26,1599.609,1519.501,3.103,14.051
