token	subject	gender	language	session	word	vowel	f0	logf0	f1	logf1	f2	logf2	f3	logf3	fronting1	fronting2	height	group	heightMel	frontingMel
rec_s2_F_P24_oO107	P24	F	Spanish	s2	pelota	closed	205	2.3111	514	2.7105	1451	3.1617	2591	3.4134	0.4512	0.2516	0.3994	G2	188.7	347.4
rec_s2_F_P24_oO11	P24	F	Spanish	s2	toma	closed	188	2.2730	615	2.7892	1294	3.1120	2651	3.4234	0.3229	0.3114	0.5161	G2	251.1	252.6
rec_s2_F_P24_oO112	P24	F	Spanish	s2	sopa	closed	220	2.3427	567	2.7536	1327	3.1230	2857	3.4560	0.3694	0.3330	0.4109	G2	204.6	285.5
rec_s2_F_P24_oO114	P24	F	Spanish	s2	pomo	closed	208	2.3179	613	2.7871	1032	3.0137	2741	3.4380	0.2265	0.4243	0.4692	G2	235.4	169.2
rec_s2_F_P24_oO122	P24	F	Spanish	s2	nota	closed	207	2.3157	616	2.7899	1211	3.0832	2177	3.3378	0.2933	0.2546	0.4742	G2	237.6	226.8
rec_s2_F_P24_oO125	P24	F	Spanish	s2	nota	closed	201	2.3033	589	2.7700	1472	3.1678	1581	3.1988	0.3978	0.0310	0.4668	G2	229.1	315.7
rec_s2_F_P24_oO127	P24	F	Spanish	s2	copa	closed	208	2.3182	571	2.7565	1030	3.0129	2627	3.4195	0.2564	0.4066	0.4383	G2	215.2	188.8
rec_s2_F_P24_oO130	P24	F	Spanish	s2	botas	closed	224	2.3499	544	2.7359	1054	3.0230	2752	3.4397	0.2871	0.4166	0.3861	G2	190.3	210.5
rec_s2_F_P24_oO139	P24	F	Spanish	s2	nota	closed	200	2.3014	542	2.7340	1250	3.0967	2521	3.4015	0.3628	0.3048	0.4325	G2	206.6	274.9
rec_s2_F_P24_oO14	P24	F	Spanish	s2	pomo	closed	210	2.3220	611	2.7862	1023	3.0100	2040	3.3097	0.2238	0.2997	0.4642	G2	233.0	167.0
rec_s2_F_P24_oO144	P24	F	Spanish	s2	capota	closed	207	2.3168	552	2.7416	1118	3.0484	2884	3.4600	0.3068	0.4116	0.4248	G2	206.5	228.0
rec_s2_F_P24_oO146	P24	F	Spanish	s2	toma	closed	210	2.3229	630	2.7991	1238	3.0926	2707	3.4324	0.2934	0.3399	0.4762	G2	242.0	228.6
rec_s2_F_P24_oO149	P24	F	Spanish	s2	sola	closed	211	2.3243	611	2.7860	1603	3.2049	2761	3.4411	0.4188	0.2363	0.4617	G2	232.3	339.7
rec_s2_F_P24_oO19	P24	F	Spanish	s2	destroza	closed	210	2.3218	594	2.7739	1579	3.1983	2742	3.4381	0.4244	0.2399	0.4521	G2	224.9	341.6
rec_s2_F_P24_oO2	P24	F	Spanish	s2	capota	closed	187	2.2716	538	2.7310	1214	3.0841	2846	3.4543	0.3531	0.3702	0.4594	G2	214.2	265.8
rec_s2_F_P24_oO22	P24	F	Spanish	s2	cosa	closed	211	2.3235	588	2.7695	1207	3.0816	2620	3.4182	0.3121	0.3366	0.4460	G2	221.3	238.9
rec_s2_F_P24_oO23	P24	F	Spanish	s2	coma	closed	207	2.3168	614	2.7883	998	2.9992	2512	3.4000	0.2109	0.4008	0.4715	G2	236.6	156.8
rec_s2_F_P24_oO25	P24	F	Spanish	s2	coma	closed	210	2.3214	537	2.7298	936	2.9715	2726	3.4355	0.2417	0.4640	0.4084	G2	196.8	172.0
rec_s2_F_P24_oO26	P24	F	Spanish	s2	copa	closed	215	2.3331	490	2.6903	911	2.9597	2673	3.4270	0.2695	0.4672	0.3572	G2	168.9	186.9
rec_s2_F_P24_oO27	P24	F	Spanish	s2	pelota	closed	209	2.3211	523	2.7182	1268	3.1031	1491	3.1735	0.3850	0.0704	0.3970	G2	190.4	290.0
rec_s2_F_P24_oO34	P24	F	Spanish	s2	toma	closed	224	2.3500	626	2.7967	789	2.8973	1339	3.1267	0.1006	0.2293	0.4468	G2	230.1	71.4
rec_s2_F_P24_oO41	P24	F	Spanish	s2	sopa	closed	215	2.3325	573	2.7583	1334	3.1252	2948	3.4695	0.3669	0.3444	0.4259	G2	211.1	284.6
rec_s2_F_P24_oO44	P24	F	Spanish	s2	destroza	closed	217	2.3359	579	2.7627	1540	3.1874	2264	3.3548	0.4247	0.1674	0.4268	G2	212.6	338.7
rec_s2_F_P24_oO45	P24	F	Spanish	s2	sola	closed	208	2.3171	577	2.7610	1441	3.1585	2653	3.4237	0.3976	0.2652	0.4439	G2	218.1	313.0
rec_s2_F_P24_oO54	P24	F	Spanish	s2	fobia	closed	220	2.3430	525	2.7203	1088	3.0367	2858	3.4561	0.3164	0.4194	0.3773	G2	183.5	231.6
rec_s2_F_P24_oO56	P24	F	Spanish	s2	botas	closed	212	2.3256	547	2.7376	1082	3.0344	2823	3.4508	0.2968	0.4164	0.4120	G2	200.4	218.5
rec_s2_F_P24_oO57	P24	F	Spanish	s2	cosa	closed	207	2.3160	544	2.7355	1223	3.0874	2657	3.4245	0.3519	0.3371	0.4195	G2	202.5	265.6
rec_s2_F_P24_oO62	P24	F	Spanish	s2	capota	closed	200	2.3006	556	2.7447	1120	3.0492	2900	3.4624	0.3045	0.4131	0.4441	G2	213.6	226.6
rec_s2_F_P24_oO7	P24	F	Spanish	s2	sopa	closed	190	2.2783	559	2.7471	1320	3.1206	2793	3.4460	0.3735	0.3254	0.4688	G2	222.5	287.4
rec_s2_F_P24_oO72	P24	F	Spanish	s2	pelota	closed	219	2.3411	553	2.7426	1499	3.1759	1673	3.2236	0.4333	0.0477	0.4015	G2	198.4	340.6
rec_s2_F_P24_oO73	P24	F	Spanish	s2	botas	closed	218	2.3380	570	2.7560	1235	3.0916	2767	3.4420	0.3356	0.3504	0.4181	G2	207.5	256.3
rec_s2_F_P24_oO75	P24	F	Spanish	s2	cosa	closed	212	2.3264	608	2.7841	1138	3.0562	2650	3.4233	0.2720	0.3671	0.4577	G2	230.2	207.3
rec_s2_F_P24_oO78	P24	F	Spanish	s2	fobia	closed	218	2.3385	528	2.7225	1087	3.0362	2779	3.4439	0.3137	0.4077	0.3840	G2	186.5	229.8
rec_s2_F_P24_oO83	P24	F	Spanish	s2	sola	closed	207	2.3151	604	2.7813	1448	3.1608	2769	3.4423	0.3795	0.2814	0.4662	G2	231.9	301.9
rec_s2_F_P24_oO84	P24	F	Spanish	s2	coma	closed	212	2.3269	662	2.8207	1139	3.0567	2870	3.4579	0.2359	0.4012	0.4938	G2	255.2	182.5
rec_s2_F_P24_oO88	P24	F	Spanish	s2	fobia	closed	213	2.3283	555	2.7442	1042	3.0177	2782	3.4444	0.2735	0.4267	0.4159	G2	203.7	200.8
rec_s2_F_P24_oO89	P24	F	Spanish	s2	copa	closed	205	2.3128	514	2.7107	882	2.9456	2828	3.4515	0.2349	0.5059	0.3979	G2	188.7	163.4
rec_s2_F_P25_oO101	P25	F	Spanish	s2	botas	closed	196	2.2917	588	2.7694	1163	3.0658	3281	3.5160	0.2964	0.4503	0.4777	G1	232.3	224.9
rec_s2_F_P25_oO104	P25	F	Spanish	s2	cosa	closed	188	2.2752	562	2.7495	1309	3.1170	2864	3.4570	0.3675	0.3400	0.4743	G1	225.5	282.6
rec_s2_F_P25_oO107	P25	F	Spanish	s2	toma	closed	193	2.2862	578	2.7622	1180	3.0719	1369	3.1365	0.3096	0.0646	0.4761	G1	229.6	235.2
rec_s2_F_P25_oO108	P25	F	Spanish	s2	destroza	closed	198	2.2958	600	2.7778	1316	3.1193	2994	3.4762	0.3415	0.3569	0.4820	G1	236.6	266.2
rec_s2_F_P25_oO111	P25	F	Spanish	s2	copa	closed	197	2.2956	614	2.7880	977	2.9901	3297	3.5181	0.2021	0.5280	0.4924	G1	244.0	149.3
rec_s2_F_P25_oO112	P25	F	Spanish	s2	cosa	closed	201	2.3039	614	2.7884	1088	3.0364	3013	3.4790	0.2480	0.4426	0.4846	G1	241.0	187.9
rec_s2_F_P25_oO113	P25	F	Spanish	s2	fobia	closed	196	2.2922	594	2.7740	1155	3.0626	3068	3.4869	0.2886	0.4243	0.4819	G1	235.2	219.5
rec_s2_F_P25_oO114	P25	F	Spanish	s2	sola	closed	193	2.2867	593	2.7729	1421	3.1527	2896	3.4617	0.3798	0.3090	0.4862	G1	236.9	299.7
rec_s2_F_P25_oO115	P25	F	Spanish	s2	cosa	closed	191	2.2812	565	2.7521	1203	3.0801	2983	3.4746	0.3280	0.3945	0.4709	G1	224.7	248.9
rec_s2_F_P25_oO118	P25	F	Spanish	s2	capota	closed	187	2.2707	557	2.7457	1118	3.0485	3228	3.5090	0.3028	0.4605	0.4750	G1	223.8	225.5
rec_s2_F_P25_oO12	P25	F	Spanish	s2	coma	closed	194	2.2887	610	2.7851	1018	3.0079	3093	3.4903	0.2228	0.4824	0.4965	G1	244.3	165.8
rec_s2_F_P25_oO126	P25	F	Spanish	s2	fobia	closed	181	2.2567	536	2.7295	1018	3.0080	3127	3.4952	0.2785	0.4872	0.4728	G1	217.7	202.0
rec_s2_F_P25_oO131	P25	F	Spanish	s2	destroza	closed	201	2.3027	606	2.7827	1358	3.1328	2856	3.4557	0.3502	0.3229	0.4799	G1	237.2	275.6
rec_s2_F_P25_oO132	P25	F	Spanish	s2	pelota	closed	188	2.2732	562	2.7497	1470	3.1672	3267	3.5141	0.4175	0.3469	0.4764	G1	225.5	328.3
rec_s2_F_P25_oO134	P25	F	Spanish	s2	sola	closed	198	2.2972	580	2.7637	1399	3.1459	3129	3.4954	0.3822	0.3495	0.4665	G1	226.9	299.8
rec_s2_F_P25_oO136	P25	F	Spanish	s2	pomo	closed	183	2.2632	529	2.7235	960	2.9824	3125	3.4948	0.2589	0.5124	0.4604	G1	212.7	184.8
rec_s2_F_P25_oO138	P25	F	Spanish	s2	copa	closed	197	2.2940	584	2.7661	992	2.9964	1383	3.1409	0.2303	0.1445	0.4721	G1	229.6	169.0
rec_s2_F_P25_oO139	P25	F	Spanish	s2	botas	closed	193	2.2845	569	2.7551	1149	3.0603	3230	3.5092	0.3052	0.4489	0.4706	G1	225.2	229.7
rec_s2_F_P25_oO146	P25	F	Spanish	s2	copa	closed	194	2.2886	571	2.7563	967	2.9852	1957	3.2916	0.2290	0.3064	0.4676	G1	225.5	166.4
rec_s2_F_P25_oO149	P25	F	Spanish	s2	nota	closed	180	2.2560	489	2.6890	1260	3.1003	1533	3.1857	0.4113	0.0854	0.4330	G1	194.1	305.3
rec_s2_F_P25_oO20	P25	F	Spanish	s2	capota	closed	194	2.2877	574	2.7590	1173	3.0694	3112	3.4930	0.3104	0.4236	0.4713	G1	226.9	234.9
rec_s2_F_P25_oO21	P25	F	Spanish	s2	sopa	closed	198	2.2972	581	2.7638	1271	3.1043	3035	3.4822	0.3405	0.3779	0.4666	G1	227.4	262.0
rec_s2_F_P25_oO25	P25	F	Spanish	s2	botas	closed	193	2.2857	565	2.7523	1159	3.0639	3155	3.4990	0.3116	0.4351	0.4665	G1	223.3	234.9
rec_s2_F_P25_oO27	P25	F	Spanish	s2	pelota	closed	187	2.2715	555	2.7443	1453	3.1621	3072	3.4874	0.4178	0.3253	0.4728	G1	222.8	327.1
rec_s2_F_P25_oO31	P25	F	Spanish	s2	pomo	closed	187	2.2722	462	2.6651	874	2.9417	2988	3.4753	0.2766	0.5336	0.3930	G1	174.4	187.8
rec_s2_F_P25_oO36	P25	F	Spanish	s2	sopa	closed	195	2.2897	576	2.7606	1204	3.0806	3060	3.4858	0.3200	0.4051	0.4709	G1	227.2	243.8
rec_s2_F_P25_oO53	P25	F	Spanish	s2	capota	closed	187	2.2710	553	2.7425	1110	3.0453	1492	3.1737	0.3028	0.1283	0.4715	G1	221.8	224.8
rec_s2_F_P25_oO54	P25	F	Spanish	s2	pelota	closed	176	2.2467	524	2.7190	1426	3.1540	1825	3.2613	0.4350	0.1073	0.4723	G1	215.4	335.3
rec_s2_F_P25_oO58	P25	F	Spanish	s2	coma	closed	190	2.2797	586	2.7678	1053	3.0226	1729	3.2379	0.2547	0.2153	0.4881	G1	235.7	189.4
rec_s2_F_P25_oO62	P25	F	Spanish	s2	coma	closed	185	2.2666	553	2.7428	981	2.9917	3292	3.5175	0.2489	0.5258	0.4762	G1	223.3	180.3
rec_s2_F_P25_oO64	P25	F	Spanish	s2	destroza	closed	198	2.2960	589	2.7705	1382	3.1407	2645	3.4224	0.3702	0.2818	0.4745	G1	231.3	290.6
rec_s2_F_P25_oO68	P25	F	Spanish	s2	toma	closed	190	2.2781	579	2.7624	1175	3.0702	3217	3.5075	0.3077	0.4373	0.4843	G1	232.3	233.1
rec_s2_F_P25_oO80	P25	F	Spanish	s2	sopa	closed	196	2.2919	556	2.7452	1176	3.0706	3066	3.4865	0.3253	0.4160	0.4533	G1	216.6	244.8
rec_s2_F_P25_oO81	P25	F	Spanish	s2	nota	closed	187	2.2727	453	2.6560	1298	3.1133	1646	3.2165	0.4573	0.1033	0.3833	G1	169.5	336.1
rec_s2_F_P25_oO82	P25	F	Spanish	s2	toma	closed	193	2.2862	578	2.7622	1227	3.0888	3213	3.5069	0.3266	0.4181	0.4761	G1	229.6	250.0
rec_s2_F_P25_oO90	P25	F	Spanish	s2	sola	closed	185	2.2665	553	2.7428	1294	3.1118	2564	3.4090	0.3689	0.2972	0.4763	G1	223.3	282.6
rec_s2_F_P25_oO93	P25	F	Spanish	s2	nota	closed	181	2.2571	430	2.6331	1162	3.0652	2795	3.4464	0.4321	0.3812	0.3760	G1	161.2	306.8
rec_s2_F_P25_oO95	P25	F	Spanish	s2	fobia	closed	186	2.2692	556	2.7447	1110	3.0452	3197	3.5048	0.3005	0.4596	0.4756	G1	224.0	223.3
rec_s2_F_P25_oO97	P25	F	Spanish	s2	pomo	closed	192	2.2840	577	2.7612	990	2.9958	1691	3.2281	0.2346	0.2323	0.4772	G1	229.9	171.7
rec_s2_F_P26_oO100	P26	F	Spanish	s2	botas	closed	184	2.2655	503	2.7013	846	2.9273	2984	3.4748	0.2261	0.5474	0.4358	G3	198.5	155.1
rec_s2_F_P26_oO108	P26	F	Spanish	s2	coma	closed	92	1.9624	620	2.7926	839	2.9236	2631	3.4200	0.1310	0.4965	0.8301	G3	330.1	94.4
rec_s2_F_P26_oO120	P26	F	Spanish	s2	sola	closed	101	2.0025	478	2.6790	1100	3.0416	3065	3.4864	0.3626	0.4448	0.6765	G3	251.3	260.2
rec_s2_F_P26_oO126	P26	F	Spanish	s2	destroza	closed	197	2.2935	515	2.7118	1213	3.0838	2862	3.4567	0.3721	0.3728	0.4183	G3	195.1	277.2
rec_s2_F_P26_oO129	P26	F	Spanish	s2	sola	closed	100	2.0020	470	2.6723	1069	3.0288	2871	3.4580	0.3565	0.4291	0.6703	G3	247.8	254.1
rec_s2_F_P26_oO130	P26	F	Spanish	s2	pomo	closed	93	1.9684	513	2.7105	810	2.9085	3136	3.4963	0.1980	0.5878	0.7421	G3	276.5	135.5
rec_s2_F_P26_oO135	P26	F	Spanish	s2	sopa	closed	196	2.2920	407	2.6099	880	2.9444	2822	3.4506	0.3346	0.5062	0.3178	G3	137.0	220.9
rec_s2_F_P26_oO14	P26	F	Spanish	s2	capota	closed	188	2.2750	438	2.6413	786	2.8955	2905	3.4632	0.2542	0.5677	0.3663	G3	160.5	166.0
rec_s2_F_P26_oO141	P26	F	Spanish	s2	capota	closed	192	2.2839	447	2.6507	938	2.9722	2866	3.4572	0.3215	0.4850	0.3668	G3	162.5	220.2
rec_s2_F_P26_oO143	P26	F	Spanish	s2	nota	closed	195	2.2890	448	2.6514	1020	3.0086	2754	3.4399	0.3571	0.4313	0.3624	G3	160.8	249.2
rec_s2_F_P26_oO144	P26	F	Spanish	s2	toma	closed	191	2.2815	565	2.7520	1045	3.0190	2611	3.4168	0.2669	0.3978	0.4705	G3	224.7	196.9
rec_s2_F_P26_oO145	P26	F	Spanish	s2	coma	closed	104	2.0184	660	2.8195	857	2.9328	2736	3.4372	0.1133	0.5043	0.8012	G3	338.4	83.0
rec_s2_F_P26_oO19	P26	F	Spanish	s2	destroza	closed	202	2.3054	533	2.7267	1199	3.0789	3050	3.4844	0.3523	0.4054	0.4213	G3	200.6	263.6
rec_s2_F_P26_oO29	P26	F	Spanish	s2	copa	closed	181	2.2575	468	2.6704	843	2.9260	2846	3.4542	0.2556	0.5282	0.4129	G3	182.1	172.5
rec_s2_F_P26_oO30	P26	F	Spanish	s2	coma	closed	184	2.2648	685	2.8355	721	2.8579	2506	3.3990	0.0224	0.5410	0.5707	G3	286.2	15.8
rec_s2_F_P26_oO33	P26	F	Spanish	s2	copa	closed	182	2.2594	443	2.6464	774	2.8888	2695	3.4305	0.2424	0.5418	0.3870	G3	167.7	158.2
rec_s2_F_P26_oO4	P26	F	Spanish	s2	fobia	closed	101	2.0044	479	2.6805	832	2.9199	2872	3.4581	0.2393	0.5383	0.6761	G3	251.8	162.2
rec_s2_F_P26_oO40	P26	F	Spanish	s2	copa	closed	184	2.2653	500	2.6989	852	2.9304	3009	3.4785	0.2315	0.5481	0.4336	G3	196.9	159.0
rec_s2_F_P26_oO43	P26	F	Spanish	s2	sopa	closed	194	2.2877	460	2.6623	912	2.9600	2897	3.4620	0.2977	0.5020	0.3747	G3	168.1	203.4
rec_s2_F_P26_oO50	P26	F	Spanish	s2	cosa	closed	96	1.9832	475	2.6765	870	2.9394	2891	3.4610	0.2629	0.5216	0.6933	G3	253.9	179.3
rec_s2_F_P26_oO52	P26	F	Spanish	s2	fobia	closed	92	1.9631	484	2.6848	818	2.9130	2909	3.4637	0.2282	0.5507	0.7217	G3	262.1	154.0
rec_s2_F_P26_oO6	P26	F	Spanish	s2	pelota	closed	180	2.2546	485	2.6858	1239	3.0931	2941	3.4684	0.4072	0.3754	0.4313	G3	192.0	301.0
rec_s2_F_P26_oO60	P26	F	Spanish	s2	capota	closed	185	2.2674	459	2.6619	844	2.9263	2913	3.4643	0.2644	0.5380	0.3945	G3	174.3	177.8
rec_s2_F_P26_oO63	P26	F	Spanish	s2	destroza	closed	187	2.2708	542	2.7342	1170	3.0681	2727	3.4357	0.3339	0.3675	0.4634	G3	216.2	249.9
rec_s2_F_P26_oO65	P26	F	Spanish	s2	sopa	closed	181	2.2588	433	2.6361	1018	3.0079	2922	3.4657	0.3718	0.4578	0.3772	G3	162.9	256.8
rec_s2_F_P26_oO66	P26	F	Spanish	s2	sola	closed	96	1.9804	462	2.6649	1025	3.0107	2879	3.4593	0.3457	0.4486	0.6845	G3	246.9	243.3
rec_s2_F_P26_oO69	P26	F	Spanish	s2	pelota	closed	180	2.2564	516	2.7128	1051	3.0215	2881	3.4595	0.3088	0.4380	0.4563	G3	208.2	223.7
rec_s2_F_P26_oO7	P26	F	Spanish	s2	nota	closed	97	1.9869	664	2.8221	1038	3.0161	2568	3.4096	0.1940	0.3936	0.8351	G3	346.1	147.7
rec_s2_F_P26_oO73	P26	F	Spanish	s2	cosa	closed	180	2.2555	511	2.7082	908	2.9581	2641	3.4217	0.2499	0.4636	0.4527	G3	205.7	174.8
rec_s2_F_P26_oO77	P26	F	Spanish	s2	pomo	closed	181	2.2587	549	2.7396	903	2.9555	2894	3.4616	0.2159	0.5061	0.4809	G3	224.3	153.6
rec_s2_F_P26_oO79	P26	F	Spanish	s2	toma	closed	185	2.2677	574	2.7590	1079	3.0329	2765	3.4417	0.2739	0.4088	0.4913	G3	233.6	204.1
rec_s2_F_P26_oO8	P26	F	Spanish	s2	nota	closed	187	2.2726	393	2.5945	757	2.8793	2432	3.3859	0.2848	0.5066	0.3219	G3	135.6	179.5
rec_s2_F_P26_oO82	P26	F	Spanish	s2	fobia	closed	190	2.2788	529	2.7238	870	2.9397	3120	3.4942	0.2159	0.5545	0.4450	G3	207.4	151.0
rec_s2_F_P26_oO85	P26	F	Spanish	s2	toma	closed	192	2.2840	526	2.7213	892	2.9504	2659	3.4247	0.2291	0.4742	0.4373	G3	204.4	161.0
rec_s2_F_P26_oO86	P26	F	Spanish	s2	cosa	closed	92	1.9644	512	2.7095	889	2.9487	2833	3.4523	0.2392	0.5037	0.7451	G3	276.8	167.1
rec_s2_F_P26_oO87	P26	F	Spanish	s2	pelota	closed	184	2.2644	511	2.7083	1142	3.0577	2855	3.4556	0.3493	0.3979	0.4439	G3	202.7	256.7
rec_s2_F_P26_oO9	P26	F	Spanish	s2	botas	closed	97	1.9856	471	2.6735	891	2.9498	2851	3.4549	0.2763	0.5051	0.6879	G3	250.9	189.5
rec_s2_F_P26_oO90	P26	F	Spanish	s2	pomo	closed	93	1.9674	536	2.7296	773	2.8882	2594	3.4139	0.1586	0.5258	0.7621	G3	288.3	108.6
rec_s2_F_P28_oO102	P28	F	Spanish	s2	pomo	closed	157	2.1968	363	2.5599	1251	3.0972	2194	3.3412	0.5373	0.2440	0.3631	G1	140.6	373.6
rec_s2_F_P28_oO106	P28	F	Spanish	s2	sola	closed	162	2.2088	467	2.6697	1368	3.1360	2947	3.4694	0.4664	0.3334	0.4609	G1	196.1	348.9
rec_s2_F_P28_oO107	P28	F	Spanish	s2	coma	closed	167	2.2223	534	2.7276	1084	3.0349	2594	3.4140	0.3073	0.3791	0.5053	G1	227.3	225.7
rec_s2_F_P28_oO112	P28	F	Spanish	s2	coma	closed	165	2.2177	693	2.8404	1202	3.0798	3294	3.5178	0.2394	0.4379	0.6227	G1	304.2	188.8
rec_s2_F_P28_oO116	P28	F	Spanish	s2	sopa	closed	156	2.1941	540	2.7322	939	2.9725	2048	3.3113	0.2404	0.3388	0.5381	G1	238.9	171.6
rec_s2_F_P28_oO122	P28	F	Spanish	s2	toma	closed	181	2.2583	600	2.7780	1296	3.1126	3257	3.5128	0.3346	0.4002	0.5197	G1	249.2	260.3
rec_s2_F_P28_oO129	P28	F	Spanish	s2	pomo	closed	161	2.2060	548	2.7391	913	2.9607	2531	3.4033	0.2216	0.4427	0.5331	G1	239.0	157.8
rec_s2_F_P28_oO132	P28	F	Spanish	s2	pelota	closed	158	2.1989	489	2.6893	1519	3.1816	2925	3.4662	0.4924	0.2845	0.4904	G1	211.0	378.8
rec_s2_F_P28_oO133	P28	F	Spanish	s2	destroza	closed	171	2.2330	493	2.6925	1227	3.0889	1525	3.1834	0.3964	0.0945	0.4595	G1	203.1	293.1
rec_s2_F_P28_oO139	P28	F	Spanish	s2	cosa	closed	163	2.2110	459	2.6614	1259	3.0999	2917	3.4649	0.4385	0.3650	0.4504	G1	191.0	321.1
rec_s2_F_P28_oO14	P28	F	Spanish	s2	destroza	closed	177	2.2490	473	2.6750	1487	3.1722	2114	3.3251	0.4972	0.1528	0.4260	G1	187.9	378.8
rec_s2_F_P28_oO144	P28	F	Spanish	s2	coma	closed	163	2.2111	496	2.6954	1303	3.1150	3131	3.4957	0.4196	0.3807	0.4844	G1	210.8	314.5
rec_s2_F_P28_oO146	P28	F	Spanish	s2	fobia	closed	161	2.2069	514	2.7112	1019	3.0081	2899	3.4623	0.2970	0.4541	0.5043	G1	221.7	213.6
rec_s2_F_P28_oO149	P28	F	Spanish	s2	toma	closed	161	2.2069	545	2.7362	1325	3.1221	3245	3.5113	0.3859	0.3892	0.5293	G1	237.5	295.8
rec_s2_F_P28_oO23	P28	F	Spanish	s2	nota	closed	159	2.2025	342	2.5344	1201	3.0794	1580	3.1987	0.5450	0.1193	0.3319	G1	126.3	371.0
rec_s2_F_P28_oO24	P28	F	Spanish	s2	toma	closed	177	2.2484	379	2.5786	1206	3.0813	1406	3.1480	0.5027	0.0667	0.3301	G1	134.9	350.2
rec_s2_F_P28_oO27	P28	F	Spanish	s2	capota	closed	163	2.2114	463	2.6655	1171	3.0687	3017	3.4795	0.4033	0.4108	0.4540	G1	193.2	291.5
rec_s2_F_P28_oO32	P28	F	Spanish	s2	capota	closed	161	2.2061	450	2.6535	1170	3.0681	2908	3.4635	0.4146	0.3954	0.4474	G1	187.6	298.3
rec_s2_F_P28_oO35	P28	F	Spanish	s2	copa	closed	150	2.1762	496	2.6957	1165	3.0664	2957	3.4709	0.3708	0.4044	0.5195	G1	220.9	271.9
rec_s2_F_P28_oO36	P28	F	Spanish	s2	botas	closed	154	2.1884	449	2.6525	1223	3.0873	2867	3.4574	0.4348	0.3701	0.4642	G1	192.5	315.5
rec_s2_F_P28_oO40	P28	F	Spanish	s2	sola	closed	158	2.1979	579	2.7627	1401	3.1464	2845	3.4540	0.3838	0.3076	0.5648	G1	256.7	300.9
rec_s2_F_P28_oO5	P28	F	Spanish	s2	cosa	closed	165	2.2185	437	2.6407	1331	3.1242	2957	3.4708	0.4835	0.3466	0.4222	G1	177.3	354.7
rec_s2_F_P28_oO50	P28	F	Spanish	s2	sopa	closed	157	2.1952	470	2.6722	1292	3.1112	3033	3.4819	0.4389	0.3707	0.4771	G1	201.6	325.1
rec_s2_F_P28_oO52	P28	F	Spanish	s2	nota	closed	151	2.1794	350	2.5445	1107	3.0443	1503	3.1769	0.4998	0.1327	0.3651	G1	137.4	335.7
rec_s2_F_P28_oO55	P28	F	Spanish	s2	pelota	closed	152	2.1826	469	2.6715	1588	3.2009	2903	3.4628	0.5294	0.2619	0.4890	G1	205.0	407.6
rec_s2_F_P28_oO57	P28	F	Spanish	s2	fobia	closed	158	2.1992	536	2.7294	946	2.9761	2825	3.4510	0.2467	0.4748	0.5302	G1	235.3	176.2
rec_s2_F_P28_oO58	P28	F	Spanish	s2	copa	closed	160	2.2036	541	2.7329	1163	3.0654	2929	3.4668	0.3326	0.4013	0.5293	G1	236.3	248.1
rec_s2_F_P28_oO6	P28	F	Spanish	s2	sola	closed	153	2.1852	660	2.8195	1309	3.1169	2903	3.4628	0.2975	0.3459	0.6343	G1	298.7	236.2
rec_s2_F_P28_oO60	P28	F	Spanish	s2	botas	closed	155	2.1892	477	2.6789	1175	3.0701	2913	3.4644	0.3912	0.3943	0.4898	G1	206.9	285.2
rec_s2_F_P28_oO62	P28	F	Spanish	s2	destroza	closed	176	2.2456	453	2.6557	1540	3.1874	2952	3.4700	0.5317	0.2826	0.4101	G1	177.8	403.8
rec_s2_F_P28_oO63	P28	F	Spanish	s2	cosa	closed	161	2.2070	466	2.6684	1306	3.1159	2801	3.4473	0.4474	0.3314	0.4614	G1	196.3	331.4
rec_s2_F_P28_oO64	P28	F	Spanish	s2	copa	closed	160	2.2031	448	2.6511	1125	3.0513	3026	3.4808	0.4002	0.4295	0.4480	G1	187.3	284.8
rec_s2_F_P28_oO68	P28	F	Spanish	s2	sopa	closed	154	2.1862	492	2.6919	1337	3.1260	3074	3.4878	0.4341	0.3618	0.5057	G1	215.7	326.6
rec_s2_F_P28_oO78	P28	F	Spanish	s2	fobia	closed	163	2.2110	520	2.7156	966	2.9848	2881	3.4596	0.2692	0.4748	0.5046	G1	223.3	191.6
rec_s2_F_P28_oO84	P28	F	Spanish	s2	nota	closed	160	2.2038	323	2.5088	1191	3.0759	1657	3.2193	0.5670	0.1434	0.3051	G1	113.7	379.7
rec_s2_F_P28_oO85	P28	F	Spanish	s2	pelota	closed	155	2.1899	471	2.6730	1597	3.2033	2924	3.4660	0.5302	0.2628	0.4832	G1	203.7	408.8
rec_s2_F_P28_oO9	P28	F	Spanish	s2	pomo	closed	157	2.1965	594	2.7737	1187	3.0746	2967	3.4724	0.3009	0.3978	0.5772	G1	264.7	229.7
rec_s2_F_P28_oO93	P28	F	Spanish	s2	botas	closed	156	2.1926	457	2.6597	1135	3.0550	2908	3.4636	0.3954	0.4086	0.4670	G1	195.3	283.1
rec_s2_F_P28_oO99	P28	F	Spanish	s2	capota	closed	158	2.1993	417	2.6206	1123	3.0504	2924	3.4660	0.4298	0.4156	0.4213	G1	171.5	301.5
rec_s2_F_P30_oO1	P30	F	Spanish	s2	destroza	closed	191	2.2821	681	2.8329	1500	3.1761	2937	3.4679	0.3432	0.2918	0.5507	G2	279.2	280.5
